"citiStationID","subStationID","subStationName","distance"
72,57,"8 Avenue: 50th St",0.00960975765597283
79,170,"Broadway-7th Ave: Franklin St",0.000359929648212187
82,353,"Nassau: Chambers St",0.0040598159632097
83,83,"Brighton: Atlantic Av",0.00108071191352366
116,47,"8 Avenue: 14th St",0.00112769015650116
119,12,"4 Avenue: DeKalb Av",0.00725527682415361
120,221,"Crosstown: Classon Av",0.00316799762081388
127,171,"Broadway-7th Ave: Houston St",0.00525654987387014
128,70,"8 Avenue: Spring St",0.0013820706202381
137,392,"Queens Boulevard: 5th Av-53rd St",0.00369197280339506
143,132,"Broadway: Court St",0.00283599862196837
144,38,"6 Avenue: York St",0.00791520303519633
146,167,"Broadway-7th Ave: Chambers St",0.000989171249791809
147,167,"Broadway-7th Ave: Chambers St",0.00268048900920093
150,354,"Nassau: Essex St",0.00993752606253651
151,335,"Lexington: Spring St",0.000636449145417828
152,66,"8 Avenue: Chambers St",0.00105638789508333
153,258,"Flushing: 5th Av",0.0025205798460064
157,132,"Broadway: Court St",0.00714864768093548
160,334,"Lexington: Grand Central-42nd St",0.00425231926502789
161,71,"8 Avenue: West 4th St",0.0052312101270644
164,406,"Queens Boulevard: Lexington Av-53rd St",0.00539210432214077
167,265,"Flushing: Grand Central-42nd St",0.00344066909167395
168,18,"6 Avenue: 14th St",0.00280973446799493
173,125,"Broadway: 49th St",0.00112555953383264
174,177,"Canarsie: 1st Av",0.00855010791934063
195,333,"Lexington: Fulton St",0.00176307145268595
212,47,"8 Avenue: 14th St",0.00603353533302453
216,201,"Clark: Clark St",0.00488479688372223
217,68,"8 Avenue: High St",0.00594522227407168
218,133,"Broadway: Lawrence St",0.00226554594348016
